name,unixtime,commitguid,commitreason
Matthew Gregan,1446002682,65c741bdbd8b04380e48a25fea4b0ba199109b94,Handle error rather than unwrapping in skip().
Matthew Gregan,1445484298,ba62c7d798bacf96a45867ea0148793d02027dc9,Fix unnecessary parens warning.
Matthew Gregan,1445485890,5f9ea87b958e422f16f2cd7f872d5f4a52c891b7,Change FourCC representation to a [u8; 4].
Matthew Gregan,1445484615,d1deaad235564191203b04a6b258f9c3f3b69ecd,Remove pub from FourCC.
Ralph Giles,1445987675,48fe2268aac5830553f5d8ee3c6b953b25b47946,Further doc cleanup.
Ralph Giles,1445986699,afe4f4f45dffbdacf5ce7658efab936968d3c6b2,Make most things private.
Ralph Giles,1445983167,b6f41e51d9c127f83ebd3297f10f910ca0fe0f39,Improve documentation.
Ralph Giles,1445925019,e97cf8abb1b65327f1232c0ba5e5f6a2293c255b,Add regression tests from fuzzing test cases.
Ralph Giles,1445903924,9eca3e76367ce1452ebca9fe54728e61c065734c,Convert read_box_header panic!s to Errors.
Ralph Giles,1445903808,9581f30b2791872c21916ce2de9e7b372f2be73a,Define our own Error and Result types.
Ralph Giles,1445903439,1f8087e62091ef16bae8f7fcc72b22f18aedf5af,Use namespaced 'use' to provide the Error trait.
Ralph Giles,1445902941,71a89bce949f40f585d64226b215cbf226db750c,Use a full path for byteorder::BigEndian.
Ralph Giles,1445635051,69056fb89680f6418aa8a7f332170cd75c2ef3ff,Move imports to the top of the module.
Ralph Giles,1445634957,e1559468ef0017cfa9d43beed0d732dfc61e1440,Remove redundant use io::Cursor from test bodies.
Ralph Giles,1445477073,5d5023dec3c7e33671aed625759465365d38e0ca,Bump version for v0.1.2.
Ralph Giles,1445473007,0a8dfa549c980bf505d62403e40d88018be8ff36,Restore unsafe to mp4parse_read and mp4parse_free.
Ralph Giles,1445469167,1fe92d8d7080a3d6b99dc0e0fbab19165b576213,Remove unsafe from mp4parse_new declaration.
Ralph Giles,1445468360,fc65aa57ae37e79777fd33979bc576d85fb48901,Remove unsafe from mp4parse_free() declaration.
Matthew Gregan,1445377617,ad436ca086b9f35ffee9df3e543cacb591cbbf49,MediaContext::tracks doesn't need to be public.
Ralph Giles,1445467744,30f74ad8fed050dff35344d55a074f8a88d5b5cf,Add rust tests for the capi entry points.
Ralph Giles,1445461360,5e4ebf7709d1f4c5972d058c2427c83786af5c4d,Ignore C++ example generated files.
Ralph Giles,1445460371,7a089ea9ead21dbd957daa2dd2aabc458dbbea1d,Update dump.cc for capi changes.
Ralph Giles,1445459754,bcbed167c6f707f981d03eaf03b0803b3c4f5631,Move the C api header up a level.
Ralph Giles,1445459676,a6345abe1b077f3bb2c6765245761f8a9f50965c,Update C header to match capi.rs function names.
Ralph Giles,1445383557,027e48329f22a006abeb092cc99411e1118383a7,Fix comment typos.
Ralph Giles,1445383319,830a055d7f041f0fb18cddfd78a6eeeb44279e6f,Move C api calls to a separate file.
Ralph Giles,1445378028,4dace6dcac6522af24a6beb1ef0ab0b465d19ce6,Validate and return error instead of asserting on bad context pointer.
Ralph Giles,1445377828,6a5fc43ae0750bd1ada736b0aee4c0a0257e4ab3,Wrap capi read_box() call in a thread.
Ralph Giles,1445375124,87d9e24044f59e2a3d15602ce26e5a3a25fe211c,Remove old read_box_from_buffer() C entry point.
Ralph Giles,1445374015,69052a9277ece5f5bf6265b22b41c2ddedf28f78,Update dump.rs to use #[derive(Debug)] box formatters.
Ralph Giles,1445373832,ab4625be8f5f38fb99c0763ed265190bfdf46989,Make MediaContext::new() public.
Matthew Gregan,1445305998,123c29483cd71f40961fe36e7f09379b8907c404,WIP: Start CAPI.
Matthew Gregan,1445315252,d58cf48d15263abd28fdc362d8a46a7c77db011f,Type the FourCC and impl a nicer Debug printer for it.
Matthew Gregan,1445315219,a335c2d45188bf4099abf62fc9e90440719c653b,Remove Display impls and rely on derived Debug impls instead.
Matthew Gregan,1445308823,5907e3318781e2dc3dd2613e52e049184f164b69,Add a constructor for MediaContext.
Ralph Giles,1445277411,6552f0e532419f0015a5c4349a8a7090d107bae0,Exclude test files from the cargo package.
Ralph Giles,1445032609,8f7e4cfb87a88782325971582d5c937b3196bd70,Bump version for mp4parse v0.1.1.
Ralph Giles,1445028880,83ad295c55054d6c347149687b315190e505f650,Use match for updating MediaContext::Tracks.
Ralph Giles,1445028847,2a4c38bec16cad10d30f0e4ea0cb6a1a1dbc16f5,Fix comment.
Ralph Giles,1445028769,85a23100df004891b6d4b092a0d3b506f011d90e,Clarify debug println! at the end of read_box().
Ralph Giles,1445027966,a614819bb9839919ff06bf9332e2c5b8015617c6,dump.rs: Print the final result after traversing the file.
Matthew Gregan,1444967529,40355b7daeaed6a8fd32b2c10eb4def877489971,Remove unnecessary and().
Matthew Gregan,1444967506,1e91987a12d0731c97fd922f6aa0e3320bdd7cfc,Call read_box in a loop inside read_box_from_buffer.  Also retain the MediaContext over calls to read_box in dump.rs.
Ralph Giles,1444932852,bea0c580ed9bc4996e5a48b2528ae0bb8d5e6816,Bump version.
Ralph Giles,1444931925,9125dbf2c7032f58ce901c0da33afd5942dbcbde,Return the number of tracks read to C callers.
Matthew Gregan,1444885044,de11a57b115250bb72e17d8e34e4a62f81787c65,Tidy up SampleEntry comments.
Matthew Gregan,1444884442,84021d80bd0baa04c13fce0d571b6d22c5530bc9,Don't bother parsing unused fields in video SampleEntries.
Matthew Gregan,1444884025,d97da5ab5a94f849427ca73a357b7ba1f9b80950,Whitespace.
Matthew Gregan,1444883530,42a7c243d8dcdf830594d72c900453ba994f7b6d,Skip reserved fields rather than reading and ignoring them.
Matthew Gregan,1444883392,af2ad9a6d86d48d78e3e46fe69f0a4d6bbc8a67e,Convert several more locations to use the skip helper function.
Matthew Gregan,1444882909,57507c2e29f4c5e5c088c5be981671bc2d47f2ea,Introduce simpler helpers to remove ::<BigEndian> boilerplate.
Matthew Gregan,1444882847,55ecd326aff8bb8ad8ea5524173a5ca79cdbcf0b,Replace another unwrap with try!
Matthew Gregan,1444881597,a8687da1a9f4b3c4a52bf03e41c93181e4549dbf,Remove TODO regarding template fields.
Matthew Gregan,1444874504,274a9e6ee5a72af2270b5dbf308da13310768dfd,Return an error if skip hits an early read.  Differentiate between skipping an entire box and the remainder of a box by introducing skip_remaining_box_content for the two (hacky) cases where this technique is used.
Matthew Gregan,1444868070,32fb000f3778096a32ba84a6bc88da22734ef6c5,Remove unneeded string parsing.
Ralph Giles,1444867903,5227c78b2815a16e8825db9b824824302c57f3c8,Don't panic on unrecognized track types.
Ralph Giles,1444867861,9754442dd46d9d23114d97c157377126d73b1b5c,Implement Display for MediaContext.
Ralph Giles,1444864391,43df5dd410279a9d1cdebaa68a3fa1bf4b2e391d,Silence dead-code warnings.
Ralph Giles,1444864297,5d521a67479a72457512a0653bc2b7b2e0a90801,Fix unused member warning in HandlerBox.
Ralph Giles,1444860262,d33d11830e25fd32520e36520d14977d61e5851d,Add travis build to the README.
Ralph Giles,1444860074,f5bc7c4b2385190033ed465640682872c1945d83,Return Result form read_fullbox_extra.
Ralph Giles,1444859348,2ca1f079552e3ed96b27243bbe86729ebe2205f3,Use try! intead of unwrap with read_box_header.
Matthew Gregan,1444713035,bca10d9ee77f436148bfed8f2e69052693aa7dec,Assert that entire Take and Cursor has been read.
Matthew Gregan,1444711095,e9226b5b1d4a57877d885b803eb82c8f2af2afb9,Stash the avcC (for video) and esds (for audio) atom contents on the appropriate track.
Matthew Gregan,1444708098,473ef58d9114058f466048e686751b214c21f5f7,Minor code consistency cleanup.
Matthew Gregan,1444704105,27061df2fa7d2bff31f40d8f03753370b268c151,Share implementation of skip and skip_box_contents.
Matthew Gregan,1444703403,7a2571b552184968f673a16e50ea11c97bb06157,Factor byte-skipping out.
Matthew Gregan,1444702820,214a1afad872ba1f32f0aa7f5364d4eed9f721a2,Parse stsd atoms (partially).
Matthew Gregan,1444698264,7c5952f0fa104c0d0ff4cdb64364b1abf5edb1c3,Thread parser context through call tree in preparation for parsing stsd atom.
Matthew Gregan,1444696455,56f2ed17a5b53e57a5640391eb22c0827416eb38,read_box: Read + BufRead bound is redundant.
Matthew Gregan,1444691534,1fb2bb9491d2b329efb5f986ce99e461cb9ef3b3,Whitespace fixup.
Matthew Gregan,1444691525,5bc6853a8d2fae3cbaec0e413d9e5e2950d8f53c,Parse hdlr atom.
Matthew Gregan,1444691451,f626ecfefcfa62487c7c5d12a01318feb3af7ef2,Bail early (rather than infloop) from skip_box_content if we've already consumed the entire box.
Matthew Gregan,1444627030,8d858f38252d936439820ea1930704a8ded8e4bf,Parse stts atoms.
Matthew Gregan,1444626330,d884924244e5c7d52b5b294419511c577c6495f8,Parse stsc/stsz atoms.
Matthew Gregan,1444624904,316993d7f7f886d5ae05515af1e2f468705a06b8,Parse stss atoms.
Matthew Gregan,1444624074,dc6663461b2dadb63cb2ffbcbd2ca32c1e3af0eb,Parse minf/stbl/stco/co64 atoms.
Matthew Gregan,1444622627,20e90958057846602022215f7881b0310d602d99,Parse mdia/mdhd atoms.
Matthew Gregan,1444618966,312453b9ccc9d6490ebcc86474c6f0beae81299a,Parse edts/elst atoms.
Matthew Gregan,1444615657,afe4ca79c4cc5f66b409baf4aca28336d660163f,Minor fixes.
Matthew Gregan,1444612664,67161141ac3a52335690cf58a86f93a4b0618268,Fix skip_box_content() broken by use of consume().
Matthew Gregan,1444610870,fdf747a074cd94c1433b68d4f16724aa7a769359,More whitespace cleanup.
Matthew Gregan,1444610836,edd0054b90e66cd769effd541fb70db8e077422f,Tidy up read_box_header size handling.
Matthew Gregan,1444602323,a70dade07d9e74d1ad58306c7e7be61e9366826e,Whitespace cleanup pass.
Matthew Gregan,1444102596,6f1d1d5888d0c14610763851e3c0565929df431c,Revert "Hack: Implement a copy of Cursor and remove the copy in recurse()."
Matthew Gregan,1444015225,62217ddc66c276d98209b40e3aa6af4b4a11314e,Hack: Implement a copy of Cursor and remove the copy in recurse().
Matthew Gregan,1444015126,34e1aed0d7492234710c44435de92fd907cf1443,Limit the scope of the unsafe block to only the operations that are currently unsafe.
Matthew Gregan,1444015059,46975d5e584727ed31993d7cb1632e5a1a99e25e,skip_box_content only needs the BufRead trait.
Ralph Giles,1443979304,2c260431886d4f5e223f8f1c922c4fa41efbf0e1,s/my/our in honor of kinetik's contribution.
Ralph Giles,1443826113,00925f7c565f9dd4576072fe67eab4c05fba470b,Use BufRead::consume instead of Seek.
Ralph Giles,1443825983,bb7fc3d121ca486ba8342549915cc20fc65c5bcf,Print compatible brands when printing the ftyp box.
Ralph Giles,1436210665,058dc1762829f1c54b8bca82a5fcaa74a83614c3,Add test confirmation of ftyp compatible brands values.
Ralph Giles,1435865201,9695e406c1538589a3147a5a80524a34e70a5540,Fix C++ file loading.
Ralph Giles,1435857321,9347757da2f3ff3e0295644e604a42cab2b760a2,Add hacky makefile for C++ client example.
Ralph Giles,1435821781,a07eddcacfb4196cd646f247718c2b8b625af3f6,Add a C++ linkage example.
Ralph Giles,1435731029,b2b67a82e1782146049a8ff666015c1574bc0fe8,Bump version for 0.0.9.
Ralph Giles,1435699651,7398db94f86e79193708efa036ce552436633a1e,Fix failure propagation.
Ralph Giles,1435699564,5a4ef7eeb8bb5904760bc16f8984253262b9090f,Commute UnexpectedEOF into an empty Ok.
Ralph Giles,1435697996,678c5c43b19d42e0690abb3fa9abf81e83b18325,Handle results in the dump example.
Ralph Giles,1435697286,e082b1c66b810cc9031aa755d0533a18a5fff17e,Record disabled tracks instead of throwing an error.
Ralph Giles,1435696275,5ce5a914a83fae09dab73deae34bab35d9fbd615,Use explicit namespace instead of path.
Ralph Giles,1435696137,de78dc8596bff7a37e59f8893550bd7b152aa587,Call Error::description() when reporting general errors.
Ralph Giles,1435696120,f3a7f59927039a74ecba04f99f880e57c6459824,Report UnexpectedEOF for debugging.
Ralph Giles,1435696085,d79f8d3c216a633bb7340c0f2ff0c0a20c5a87ef,Isolate our use of io::Error.
Ralph Giles,1435611736,3ee0b627e485c55347157d91e9a86038e8b866f5,Return byteorder::Result instead of io::Result.
Ralph Giles,1434746876,5a13c4b3b447d6b25faddebff296b1f73942330d,Return Result from read_ftyp.
Ralph Giles,1434746401,09ad4fd834e905e0a3dfae9a7a4a16d4189a4f23,Propagate read_mvhd, read_tkhd errors.
Ralph Giles,1434746216,685ffad6c0eb89fb10538023f2d4abdcd854094b,Return Result from read_mvhd.
Ralph Giles,1434746163,fe374928d45591412bccf9270277ab091f562991,Fix indent.
Ralph Giles,1434745953,a6fa16d4fb81773a15fe8b4a0060aeddfab57f2f,Convert read_tkhd unwrap to try.
Ralph Giles,1434745808,00da1591c4ee25cb1ca335876be286ec2557b877,Return Result from read_tkhd.
Ralph Giles,1434745443,63c8a40236a7590098beaf2e6eb1ce605ade9ab1,Convert skip_box_content unwrap to a try.
Ralph Giles,1434740521,14121f9dd54085e789bbd93ce8e4717221dd0458,Return io::Result from recurse.
Ralph Giles,1434495159,352e9159350200e06da0f3cd923074d589e90fe3,Bump version to v0.0.8.
Ralph Giles,1434488723,dd9a42ca98ebfd82af03585493055e96dfedbb66,Add some error handling.
Ralph Giles,1434483565,7d41622411ebdbb00d33cec41682a0262806a06b,Wrap long declaration.
Ralph Giles,1434483383,ec6b8946e3c091e1fcebd9dabc16a9240c2d5060,Move slice construction into the main C entry point.
Ralph Giles,1434478180,548caf5360160e79a9eae5e2aba9934068aaecf3,Convert to a slice instead of a Vec.
Ralph Giles,1434478150,102c9efed0984334206d6a3482183ebbb00f90b4,Nightly rust book says ffi entry points should be unsafe.
Ralph Giles,1434474950,288740c2633ebfc4e9ba2ceddabeafa45c3342a8,Forget, don't drop, the cursor we don't own.
Ralph Giles,1434415836,d7454e497c48d7c5c536dc339cbbffa9650102d7,Remove task wrapper from the dump example.
Ralph Giles,1434415806,e376b3c6f9be4da8b429b6c8fc3bc22bed97d955,Return a Result from read_box.
Ralph Giles,1434412203,4d49923fcb0dbb23b230627433f35dc54b5805c1,Fix tkhd dimension output.
Ralph Giles,1434404539,83c76bdc2ae7470fd1458c6d44bade9f2ee7810b,Add entry point for C language clients.
Ralph Giles,1434058130,a96f63341d688c8912ceeb0b2abadf931a4702ad,Don't export fourcc_to_string.
Ralph Giles,1433957485,388dd1af3ee4fbf2b0a693b08b5917618e8a43b4,Bump version to v0.0.7
Ralph Giles,1433957238,e2c8459fc7c3803e1275cf506496498067da3a64,Move recursive read_box into the crate.
Ralph Giles,1433548630,ce87ca89c5af1a1579482c6329dd1c51332fc1c7,Call tkhd from the dump example.
Ralph Giles,1433548607,0ac48650df9eabe539157ea0a7b240271b249390,Add parser for tkdh boxes.
Ralph Giles,1433542015,41a8137f21dc66e9fb7ce780c5cfa4418015f90f,Abstract read_box() recursion and call it from 'trak' boxes.
Ralph Giles,1433540338,88393f1589852294e399a23e9e25ab2b1c694cc5,Skip the rest of mvhd box contents.
Ralph Giles,1433540271,3250ace234cbe3079e105d3a5ac9874e7aba2d18,Unwrap the return value of skip_box_content().
Ralph Giles,1433538234,544ace1611cca0714267e81dc6da0dd456ede3f2,Dump mvhd box.
Ralph Giles,1433537794,c760059f20a5c1ea0ef8d750bce264817fdb06e2,Add mvhd parser.
Ralph Giles,1433454180,5ffaba4a665b3d09a9a8f042a4875b2a26155dff,Try recursing into moov boxes.
Ralph Giles,1433442272,52d3ff1da6ad16a3f9e82cfbfc9cc158e4c6af5a,Turn the outer match into an and_then().
Ralph Giles,1433440905,38e8cee9bf0dc61ec44926797706352449510773,Move box reading to a separate function.
Ralph Giles,1433377540,e5507d8073471d64f48243db81e723c4bc5fcf2a,Bump version to v0.0.6
Ralph Giles,1433376507,cd0be9b105b5eb2461b177b60df20bc5691c9d1f,Demonstrate recursion for content parsing in dump.rs.
Ralph Giles,1433376041,499aac17d02040aceb4cdab8ea0e99e1613cc94e,Make read_ftyp() only read the body.
Ralph Giles,1433375997,cc2b7d034831b6e4205c27dd1357a4cba375f676,Export fourcc_to_string().
Ralph Giles,1433365342,9bcfdc4f365d26b23d4f74adebf858a4e8039768,Use a more descriptive fourcc_to_string() name.
Ralph Giles,1433286521,f4f01fa3baa1c13eff3f525281920a4f5f3d901d,Remove Mp4 name prefix.
Ralph Giles,1433283069,774b23eede5a0cb39db793ec3e10556340aa5149,Don't qualify Seek trait reference.
Ralph Giles,1432941450,4a8917df34457a0b4f4c3df88470125cea9cb859,Just ignore any panics from the parser.
Ralph Giles,1432934167,463c7ea28e9b95a2fee7b86978eace2fa6944e8b,Be more explicit about catching the task error.
Ralph Giles,1432933585,001d32945a3a8be4d2f3fd37d00422ec3e9e715f,Loop over all top-level boxes.
Ralph Giles,1432855891,988526a789a2085cb3f67128497ead5dc2a4aae6,Convert u32 fourcc directly to strings.
Ralph Giles,1432597143,1d55037cb30d1b5f96d4b6eb7ec823decb39db7c,Add a readme with a link to the crates.io page.
Ralph Giles,1432596577,f9adc29c4002e11fba56c91a8df4b6771139beba,Bump version to v0.0.5.
Ralph Giles,1432593376,ba3c1f0f430f0003904035fdd0fa3cb968939b01,Add skip_box_content()
Ralph Giles,1432589639,33d64282f0b278214ba2fd35d11cd1294d41e536,Record the size of the box header.
Ralph Giles,1432237903,d29a573142b6ffb4098e7c3573010222b7b892e1,Bump version to v0.0.4.
Ralph Giles,1432080219,62dae6d932d6b9d64fa364d77352a3009d25f792,Make dump take input files on the command line.
Ralph Giles,1432079488,47d39bcf6a191c925136455e30c22185659b4ed3,Move dump code into its own function.
Ralph Giles,1432079119,883afa5a8bac5ea4bc2f5217df0da7074a92fdc5,Experiment with a successive box parsing.
Ralph Giles,1430776131,3dd149a37e9818d29d5ff66b40a4c7e3c625a21f,Add asserts on the box length.
Ralph Giles,1430765130,8d107c08c65b0f5c3e661f319836a8bc83ea80ea,Rename Mp4Box to Mp4BoxHeader.
Ralph Giles,1430763700,49b6e8a0803219e7b44a79803803126526427313,Remove debug println.
Ralph Giles,1430763507,138dc2878d08909aa5e73e1b86a2790dad48df2e,Abstract u32_to_vec helper.
Ralph Giles,1430762055,b4b4b527775d5b0c9a129904375128aa38a56c1c,Add fmt::Display for Mp4FileTypeBox.
Ralph Giles,1430176168,b837ac57e58748cf04a1d93efdcd9a3fc4927c8c,Bump version to v0.0.3.
Ralph Giles,1430176087,74288614a70ed97bfa5e59afb3efe1531bd92fb8,Add unit test for read_ftyp.
Ralph Giles,1430176041,fdf9dc7e1c94197127697d28dd0843c729de8221,Fix ftyp body size calculation.
Ralph Giles,1430167867,ab401a4cb8d491bf20b7ff1bd22d6766418fc163,Fix size/type ordering bug.
Ralph Giles,1430161301,93af79e429575d42da598a972b19cd42827f7fd9,Add a 'dump' example program.
Ralph Giles,1429919667,8b29dfc37f64c848dc0f1e2fa0ccdb28abb2fb33,Add ftyp box.
Ralph Giles,1429907974,7e501d84db31df8558a406308d81d5e3c3824e34,Export MP4Box and read_box.
Ralph Giles,1429865709,7a4f9168844e762c0e4f94d390061bb374d3bcdb,Cargo license field is an identifier, not a url.
Ralph Giles,1429865316,e71ea4c623ba8eb8d5a5f57628fb147344983ddd,Add package metadata.
Ralph Giles,1429864732,709fc507711dd99a74a3dad13db199e7212f5e61,Add minimal travis config.
Ralph Giles,1429864220,36202113054daf4ddd75cf3f93ffb5d763a7b5b5,Add a test for extended box size parsing.
Ralph Giles,1429863686,c7109b27b5fe1f279342aafcb076b3ecef98466b,Make initialization slightly nicer.
Ralph Giles,1429862715,03c376d07d2585579d89751f5bd4499a0aea24f7,Use assert_eq! in the smoke test.
Ralph Giles,1429862238,e9d2e997c172cd73b0174ab307ad750db93adbdc,Add asserts for smoke test.
Ralph Giles,1429853979,c8f4f2f56cf101b266ab13126567334dff759982,Convert box type to a string for display.
Ralph Giles,1429739360,be29e324272c589c31967622bb3c2e5ddc9808cd,Update byteorder dependency.
Ralph Giles,1429306986,cf7066e6dcd5d3f87bda4fa9df2bfdc224a6ecfe,Implement fmt::Display for Mp4Box.
Ralph Giles,1429306403,c40bbde6f9c1832ef15ecf03741c20c4c9b40c0e,Add MPLv2 license text.
Ralph Giles,1429306384,94f35d013b5b0f8ecc9bc83eecaeb4514df63521,Add smoke test.
Ralph Giles,1429305501,854c40607ddcf5aa80174908e042d15cec82f5ad,Use the byteorder crate.
Ralph Giles,1427750398,1c0264f227349993c3d0b6f6f528a07b14dd927e,Add generic box parser.
Ralph Giles,1427736017,a008981b9b0e2bc1ef10f23759b617a8ffb07e91,Fix my name.
Ralph Giles,1427735981,cdebc187f6be1387aa332a0e8a276add3e7d2477,Empty cargo template.
